Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
Original,35,93,347,0,9,88,135,0,0,17
Original,32 (3; 8.6%),90 (3; 3.2%),91 (256; 73.8%),0 (0; 0.0%),2 (7; 77.8%),76 (12; 13.6%),73 (62; 45.9%),0 (0; 0.0%),0 (0; 0.0%),5 (12; 70.6%)
Original,34 (1; 2.9%),93 (0; 0.0%),245 (102; 29.4%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),116 (19; 14.1%),0 (0; 0.0%),0 (0; 0.0%),12 (5; 29.4%)
Original,34 (1; 2.9%),93 (0; 0.0%),245 (102; 29.4%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),116 (19; 14.1%),0 (0; 0.0%),0 (0; 0.0%),12 (5; 29.4%)
Original,34 (1; 2.9%),93 (0; 0.0%),245 (102; 29.4%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),116 (19; 14.1%),0 (0; 0.0%),0 (0; 0.0%),12 (5; 29.4%)
Original,34 (1; 2.9%),93 (0; 0.0%),253 (94; 27.1%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),116 (19; 14.1%),0 (0; 0.0%),0 (0; 0.0%),15 (2; 11.8%)
Original,34 (1; 2.9%),93 (0; 0.0%),253 (94; 27.1%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),116 (19; 14.1%),0 (0; 0.0%),0 (0; 0.0%),16 (1; 5.9%)
Original,34 (1; 2.9%),93 (0; 0.0%),253 (94; 27.1%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),118 (17; 12.6%),0 (0; 0.0%),0 (0; 0.0%),16 (1; 5.9%)
Original,34 (1; 2.9%),93 (0; 0.0%),253 (94; 27.1%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),118 (17; 12.6%),0 (0; 0.0%),0 (0; 0.0%),16 (1; 5.9%)
Original,34 (1; 2.9%),93 (0; 0.0%),253 (94; 27.1%),0 (0; 0.0%),5 (4; 44.4%),82 (6; 6.8%),119 (16; 11.9%),0 (0; 0.0%),0 (0; 0.0%),16 (1; 5.9%)
Original,34 (1; 2.9%),93 (0; 0.0%),264 (83; 23.9%),0 (0; 0.0%),6 (3; 33.3%),83 (5; 5.7%),127 (8; 5.9%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
Original,34 (1; 2.9%),93 (0; 0.0%),311 (36; 10.4%),0 (0; 0.0%),8 (1; 11.1%),85 (3; 3.4%),133 (2; 1.5%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
Original,34 (1; 2.9%),93 (0; 0.0%),313 (34; 9.8%),0 (0; 0.0%),8 (1; 11.1%),86 (2; 2.3%),133 (2; 1.5%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
Original,34 (1; 2.9%),93 (0; 0.0%),313 (34; 9.8%),0 (0; 0.0%),8 (1; 11.1%),86 (2; 2.3%),133 (2; 1.5%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
Original,34 (1; 2.9%),93 (0; 0.0%),316 (31; 8.9%),0 (0; 0.0%),8 (1; 11.1%),86 (2; 2.3%),133 (2; 1.5%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
Original,34 (1; 2.9%),93 (0; 0.0%),326 (21; 6.1%),0 (0; 0.0%),9 (0; 0.0%),86 (2; 2.3%),134 (1; 0.7%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
Original,34 (1; 2.9%),93 (0; 0.0%),333 (14; 4.0%),0 (0; 0.0%),9 (0; 0.0%),87 (1; 1.1%),134 (1; 0.7%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
Original,34 (1; 2.9%),93 (0; 0.0%),347 (0; 0.0%),0 (0; 0.0%),9 (0; 0.0%),87 (1; 1.1%),134 (1; 0.7%),0 (0; 0.0%),0 (0; 0.0%),17 (0; 0.0%)
