Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
Original,8,20,93,0,2,22,34,0,0,4
Original,7 (1; 12.5%),16 (4; 20.0%),36 (57; 61.3%),0 (0; 0.0%),1 (1; 50.0%),19 (3; 13.6%),22 (12; 35.3%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),62 (31; 33.3%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),78 (15; 16.1%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),29 (5; 14.7%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),30 (4; 11.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),30 (4; 11.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),83 (10; 10.8%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),31 (3; 8.8%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),32 (2; 5.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),32 (2; 5.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),32 (2; 5.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),17 (3; 15.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),84 (9; 9.7%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),18 (2; 10.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),85 (8; 8.6%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),86 (7; 7.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),86 (7; 7.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),86 (7; 7.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),86 (7; 7.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),86 (7; 7.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),33 (1; 2.9%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),19 (1; 5.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),87 (6; 6.5%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),90 (3; 3.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),91 (2; 2.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
Original,8 (0; 0.0%),20 (0; 0.0%),91 (2; 2.2%),0 (0; 0.0%),2 (0; 0.0%),22 (0; 0.0%),34 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),4 (0; 0.0%)
